瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 秦搁扁拘(hPa),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2)
156,堡林,2018-07-05,25.3,23.2,28.2,5.2,1.2,24.2,93.8,30.1,994.6,1002.7,0.2,10.34
156,堡林,2018-07-06,23.5,22.2,26.4,4.9,2.6,21.8,91,26.2,997.3,1005.5,0.3,8.24
156,堡林,2018-07-07,24.4,20.8,29.2,,1.9,19.6,75.3,22.9,1000.5,1008.8,6.3,18.75
156,堡林,2018-07-08,24,21.3,27.4,,1.1,20,79.1,23.4,1003.2,1011.5,0.9,12.88
156,堡林,2018-07-09,23.6,21.8,26.4,,1.5,22,91.1,26.6,1006.1,1014.3,0.3,6.84
156,堡林,2018-07-10,27.1,23.5,31,,2.7,23.9,83.1,29.6,1006.4,1014.6,6.7,20.19
156,堡林,2018-07-11,27.8,24.6,31.5,,2.2,24.3,81.8,30.4,1007.1,1015.3,7.4,21.82
156,堡林,2018-07-12,29.1,25.1,34.3,,1.8,24.8,79.6,31.4,1005.5,1013.6,10.4,24.85
156,堡林,2018-07-13,28.6,25.2,34.5,,1.6,25.2,83.6,32.1,1004.4,1012.6,8.7,25.19
156,堡林,2018-07-14,28.8,24.2,34.9,,1.3,25,82,31.7,1003.4,1011.5,11.1,28.22
156,堡林,2018-07-15,29.5,24.7,36.1,,1.2,24.4,77.3,30.7,1003.9,1012,12.4,29.33
156,堡林,2018-07-16,29.1,24.5,35,,1.3,24.7,79.1,31.1,1004.3,1012.5,10.4,27.17
156,堡林,2018-07-17,29.2,24.3,35.3,,1.1,24.5,77.8,30.8,1003.9,1012.1,10.8,28.04
156,堡林,2018-07-18,29.3,25.3,34.5,,1,24,75.1,29.8,1003.5,1011.6,8.9,24.17
156,堡林,2018-07-19,29.5,25.2,35.5,,1,23.7,73.3,29.3,1002.5,1010.6,10.6,24.91
156,堡林,2018-07-20,30.8,24.8,37.3,,1,24.3,71.4,30.4,1000.8,1008.9,12.3,27.87
156,堡林,2018-07-21,30.5,26.2,35.2,,1.2,24.6,72.1,30.9,1000.6,1008.6,8.1,18.07
156,堡林,2018-07-22,29.5,27,34.3,,2,23.6,71.6,29.2,1000.7,1008.8,4.5,18.86
156,堡林,2018-07-23,29.7,26,36.3,,1.8,24.6,75.3,30.9,1000.8,1008.9,7.2,21.79
156,堡林,2018-07-24,30.5,25.8,35.9,,2.2,25,74.6,31.8,999.9,1008,12.4,27.07
156,堡林,2018-07-25,30.2,26.9,36.2,,2.2,24.6,73.9,31,999.7,1007.8,11.1,26.21
156,堡林,2018-07-26,30.4,26,37.1,,1.1,24.8,73.6,31.3,999.2,1007.3,11.6,26.3
156,堡林,2018-07-27,31,25.9,38.5,,1.2,24.7,71.6,31.1,998.8,1006.9,12.3,28.17
156,堡林,2018-07-28,30.4,26.3,37.6,,1.1,25.9,78.6,33.5,997.3,1005.4,9,23.56
156,堡林,2018-07-29,31.4,26.5,36.5,,1.9,24,67.8,30.1,993.9,1001.9,12,25.78
156,堡林,2018-07-30,30.3,27.6,36,0,1.7,23.3,67.4,28.6,994.8,1002.9,4.7,18.1
156,堡林,2018-07-31,31,25.9,37,,1.9,23.8,67.6,29.6,995.7,1003.7,9.2,22.07
156,堡林,2018-08-01,31.5,26.2,37.8,,1.8,24,67.3,29.9,995.2,1003.2,10.1,24.55
156,堡林,2018-08-02,32,27.1,38.3,,1.7,23.4,62.1,28.8,997.2,1005.2,12.1,27.17
156,堡林,2018-08-03,30.3,27.4,35.2,,2.1,24.1,70.5,30.1,999.8,1007.8,10.6,24.47
156,堡林,2018-08-04,30.3,27.1,36.6,0,1.5,25.6,76.9,32.8,1000.2,1008.3,7.1,19.28
156,堡林,2018-08-05,30.1,26.5,35.9,,1.5,24.8,75.8,31.4,999.6,1007.7,10.4,22.99
156,堡林,2018-08-06,30.8,26.1,37.7,0,1.5,24.8,72.9,31.4,998.4,1006.5,11.7,25.13
156,堡林,2018-08-07,30,28,36.6,0,1.2,26.2,82.1,34.1,999.2,1007.3,3,13.85
156,堡林,2018-08-08,30.9,27.2,36.9,,1.3,25.3,74.4,32.3,998.5,1006.6,11.5,25.78
156,堡林,2018-08-09,30.3,26.8,36.3,,1.2,25,75.3,31.7,996.6,1004.7,10.3,23.58
156,堡林,2018-08-10,28.9,25.6,36.8,18.8,1.2,26.1,87.4,33.9,995.2,1003.3,6.6,21.06
156,堡林,2018-08-11,28.9,24.9,34.2,,1.1,24.7,80,31.2,996.6,1004.7,5.8,17.03
156,堡林,2018-08-12,29.3,25.1,34.1,,1.9,24.4,76,30.5,998.9,1007,7.6,21.23
156,堡林,2018-08-13,30.7,27.3,35.7,,2,24.5,70.6,30.7,1002,1010.1,11.2,25.57
156,堡林,2018-08-14,31.2,25.8,37.7,,1.4,24.1,67.8,30,1001.5,1009.6,10.6,23.51
156,堡林,2018-08-15,30.8,26.4,38.5,,1.7,24.3,70.6,30.4,998.7,1006.7,8.8,22.46
156,堡林,2018-08-16,28.9,25.4,33.4,0,2.5,24.3,76.8,30.5,999.6,1007.7,4.3,15.79
156,堡林,2018-08-17,26.9,23.2,32.6,,3.2,17.9,58.5,20.5,1001.8,1010,9.8,23.34
156,堡林,2018-08-18,26.1,20.6,33.4,,2.2,17.1,59.8,19.6,1002.3,1010.4,12.3,26.77
156,堡林,2018-08-19,27.2,22.3,33.4,,1.7,20,66.6,23.4,1001.9,1010.1,10.6,23.4
156,堡林,2018-08-20,27.2,24.3,33.4,,2.5,21,69.8,25,998.7,1006.8,7.2,20.16
156,堡林,2018-08-21,28.5,24.2,34.7,,2,22.3,71.1,26.9,995.9,1003.9,10.6,23.58
156,堡林,2018-08-22,30.2,24.4,36.6,0,2.6,22.6,66,27.5,994.5,1002.5,10.8,21.26
156,堡林,2018-08-23,26.6,24.2,29.9,57,5.1,24,87.1,29.9,985.3,993.3,0,5.34
156,堡林,2018-08-24,25.4,23.6,29.2,11.3,3.1,23.9,92.1,29.8,991.8,999.9,4.4,14.32
156,堡林,2018-08-25,24.9,22.7,28.3,2.5,0.8,22.4,87.4,27.1,1001.9,1010.1,1,11.83
156,堡林,2018-08-26,23.6,21.2,25.5,98.6,1.7,23.4,99,28.9,1002.6,1010.8,0,5.99
156,堡林,2018-08-27,24.7,22.8,25.5,108.5,1.2,24.5,99,30.8,1003.7,1011.9,0,2.11
156,堡林,2018-08-28,27.2,24.4,32.2,0.1,2.2,24.3,86,30.5,1004.3,1012.5,7.4,19.18
156,堡林,2018-08-29,27.4,24.2,32,0.9,2.6,24.2,83.9,30.1,1002.7,1010.9,9.6,22.14
156,堡林,2018-08-30,25.7,24,30.5,24,2.4,25.3,98.1,32.3,1002.9,1011.1,3,11.11
156,堡林,2018-08-31,24.5,22,27.1,75.4,2.1,24.2,98.3,30.3,1002.5,1010.8,0.6,6.24
156,堡林,2018-09-01,24.3,22.2,27.5,1,1.3,21.6,86,25.8,1002,1010.3,1.8,13.16
156,堡林,2018-09-02,23.8,21,27.9,,1.3,20.4,81.6,24.1,1000.4,1008.7,3.9,10.98
156,堡林,2018-09-03,25.6,22.1,29.7,12.7,2.2,24.2,92.5,30.2,994,1002.1,2.3,12.68
156,堡林,2018-09-04,24,20.3,28.7,76.1,1.3,19.7,79.4,23.1,990.7,998.9,10,21.71
156,堡林,2018-09-05,24.3,19.7,29.4,,1.3,18.5,72.9,21.4,996.9,1005.1,10.5,23.94
156,堡林,2018-09-06,23.3,20.8,26.5,1.7,1.5,20.3,84.1,23.9,998.4,1006.6,0,9.04
156,堡林,2018-09-07,21.2,19.5,23.8,8.2,1.3,18.5,85.9,21.4,999.3,1007.6,0,8.18
156,堡林,2018-09-08,20.2,16.2,25.2,,1.2,14.2,72,16.3,1005,1013.4,7,18.74
156,堡林,2018-09-09,21.2,15.1,27.7,,1.2,14.6,69,16.6,1007.5,1015.9,11.3,23.33
156,堡林,2018-09-10,21.8,16.5,27.7,,1.5,14.7,66.6,16.8,1011.1,1019.5,10.1,24.15
156,堡林,2018-09-11,20.3,16.5,25.2,,2.6,13.1,64.4,15.2,1011.2,1019.7,4.9,16.62
156,堡林,2018-09-12,22.6,16.1,27.9,,1.8,16.6,70.4,19,1008.6,1017,7.4,19.35
156,堡林,2018-09-13,22.2,20.5,25.5,3.9,1.7,20.9,93.1,24.8,1007.4,1015.7,0.3,8.33
156,堡林,2018-09-14,22.7,19.8,26.2,3.4,2.2,22,96,26.5,1005,1013.3,0.1,6.88
156,堡林,2018-09-15,23.3,21.5,27.3,2,0.8,22.6,96.3,27.4,1005.8,1014.1,1,7.99
156,堡林,2018-09-16,23.5,21.4,27.8,,0.9,21.1,87.3,25.1,1007.3,1015.6,3.3,12.44
156,堡林,2018-09-17,22.8,19.9,28.3,0,1.1,18.3,77,21.1,1008.9,1017.3,7.5,18.48
156,堡林,2018-09-18,22.3,17.4,28.8,,1.1,15.8,69.9,18.1,1008.2,1016.6,11.3,22.8
156,堡林,2018-09-19,20.7,18.2,24,1,0.7,17.5,82.9,20.1,1005.6,1014,0,8.14
156,堡林,2018-09-20,21.3,19.5,23.3,1.7,0.9,21,98,24.8,1000.6,1008.9,0,4.65
156,堡林,2018-09-21,20.2,19,22.2,18,1.1,19.9,98.6,23.3,1000.9,1009.3,0.6,6.04
156,堡林,2018-09-22,21.2,17.7,27.2,,0.7,16,76.3,18.5,1007.3,1015.7,8.3,19.09
156,堡林,2018-09-23,19.6,15.1,26.3,,1,14.5,74.3,16.8,1008.3,1016.7,4.4,14.14
156,堡林,2018-09-24,17.9,14.2,22.6,,1.4,11.6,68.6,13.8,1010.6,1019.1,3.5,13.94
156,堡林,2018-09-25,18.2,11.6,24.4,,1.8,9.6,59.6,12,1009.8,1018.3,10.7,23.28
156,堡林,2018-09-26,19.6,16.2,24.6,,2.7,12.8,65.6,14.8,1009.3,1017.8,5.6,16.17
156,堡林,2018-09-27,19.1,13.6,25.3,,1.6,11.1,61.5,13.2,1009,1017.4,10.5,21.57
156,堡林,2018-09-28,19.8,14.7,27,0,1.6,13.6,69.3,15.6,1008.9,1017.4,4.5,16.14
156,堡林,2018-09-29,20.6,16.8,24.8,,2.2,14.4,68.8,16.4,1004.3,1012.7,7.7,18.12
156,堡林,2018-09-30,19.3,16.1,25.1,,2.2,12,64.6,14.2,998.1,1006.4,10.8,20.95
156,堡林,2018-10-01,17.7,14.4,22,1,1.8,10.8,66.6,13.1,1002.2,1010.7,6.9,17.06
156,堡林,2018-10-02,17.4,13.4,22.9,,1.1,11.6,70.4,13.7,1009.4,1017.9,9,17.87
156,堡林,2018-10-03,17.2,10.8,24,,1.2,10.8,69.6,12.9,1013,1021.6,10.8,21.41
156,堡林,2018-10-04,18.9,12.4,25.4,0.2,1.7,13.4,72.8,15.4,1013.3,1021.8,8.2,18.29
156,堡林,2018-10-05,17.8,15.7,19.4,63.3,4.2,17.6,99,20.2,1004.4,1012.9,0,2.51
156,堡林,2018-10-06,18.6,16.4,21.2,47.5,4.2,17.9,95.8,20.5,994.6,1002.9,0.3,5.86
156,堡林,2018-10-07,18,13.6,23.8,,0.8,12.3,72.5,14.7,1009,1017.5,10.6,19.9
156,堡林,2018-10-08,16.4,12,20.8,,2.3,7.5,57.1,10.4,1010.5,1019.1,7.9,16.42
156,堡林,2018-10-09,16.2,13,20.3,0,1.1,9.7,66.6,12.1,1008,1016.6,0.1,8.39
156,堡林,2018-10-10,14.5,10.8,17.6,4.3,1.9,8.7,70,11.6,1009.8,1018.4,6.1,14.54
156,堡林,2018-10-11,12.3,8.8,16.7,,1.8,3.4,56.1,7.9,1014.8,1023.5,9.1,18.29
156,堡林,2018-10-12,12.4,7,18.8,,1.3,4.7,62.6,8.6,1017.2,1026,10.5,20.26
156,堡林,2018-10-13,13,7,20,,0.5,7.2,71.6,10.2,1016.4,1025.1,10.5,19.26
156,堡林,2018-10-14,14.5,8.3,21.4,,0.6,8.9,71.5,11.4,1013.9,1022.6,8.1,16.79
156,堡林,2018-10-15,15.9,9.8,21.5,,1.4,10.1,70.6,12.4,1011.7,1020.3,9.6,17.11
156,堡林,2018-10-16,14.4,12,19.2,,0.5,10.2,78.3,12.6,1008.4,1017,2.2,7.27
156,堡林,2018-10-17,14,9.2,19.9,,0.9,6.7,66.8,10,1008,1016.6,10,17.77
156,堡林,2018-10-18,12.4,7.5,18.8,,0.9,5.8,67.3,9.3,1010.8,1019.5,9.6,17.37
156,堡林,2018-10-19,13.4,8.2,20.1,,1.2,6.3,65,9.6,1015.6,1024.3,10.3,18.62
156,堡林,2018-10-20,13.6,7.2,21.1,,0.6,5.3,63.1,9.1,1016.9,1025.6,9.7,17.87
156,堡林,2018-10-21,14,7.7,21.5,,0.5,5.7,63.3,9.3,1014.8,1023.5,9.9,18.02
156,堡林,2018-10-22,14.7,9.3,21.1,,0.6,9.3,72,11.8,1011.9,1020.6,5.5,12.36
156,堡林,2018-10-23,14.2,10.8,18.9,0.5,0.5,12.6,90.9,14.6,1010.1,1018.7,4,9.82
156,堡林,2018-10-24,14.1,9.5,20.5,,1.1,7.9,70.5,10.7,1012.3,1021,10.1,17.95
156,堡林,2018-10-25,14.6,7.8,22.2,,0.8,7.6,66.6,10.4,1011.6,1020.3,9.8,17.03
156,堡林,2018-10-26,13.3,11.3,15.4,7,0.8,11.8,90.8,13.9,1005.4,1014,0.2,2.58
156,堡林,2018-10-27,11,9.1,15.7,0.6,1.4,6.6,75.5,9.8,1008.4,1017.2,5.1,11.76
156,堡林,2018-10-28,13.2,7.6,18.8,0.7,2.3,7.9,72.6,10.7,1004.4,1013,8.7,14.11
156,堡林,2018-10-29,12.2,8.7,18.4,0.1,1,8.6,80.3,11.2,1006.6,1015.2,6.9,10.76
156,堡林,2018-10-30,9.7,7.2,13.8,,1.9,2.5,62.4,7.4,1013.2,1022,8.1,14.95
156,堡林,2018-10-31,9,5.6,15,0,1,4.4,74.8,8.4,1015,1023.9,7.9,13.95
156,堡林,2018-11-01,9.3,3.7,16.4,,0.8,2.7,68,7.5,1017.8,1026.7,10,16.79
156,堡林,2018-11-02,11.4,4.6,19.3,,0.9,4.3,67,8.4,1019.1,1027.9,9.9,16.35
156,堡林,2018-11-03,11.8,5.2,19.5,,0.6,4.7,66.4,8.6,1016.7,1025.5,8.6,14.64
156,堡林,2018-11-04,11.9,5.7,20,,0.7,5.1,67.4,8.8,1013.7,1022.5,9.5,15.37
156,堡林,2018-11-05,12.7,5.8,21,,0.6,5.5,66,9.1,1014.2,1023,9.6,15.16
156,堡林,2018-11-06,13.2,7.3,20,,0.4,7.2,71,10.2,1016.3,1025,9,13.11
156,堡林,2018-11-07,13.5,11.3,16.6,3.2,0.7,11.9,90.8,14,1015.2,1023.9,0,5.17
156,堡林,2018-11-08,15,12.9,17.3,27.4,2.7,14.7,98.5,16.8,1006,1014.5,0,2.1
156,堡林,2018-11-09,12.6,9.1,16.6,0.5,1.2,8.9,79.9,11.5,1011.6,1020.3,5.2,9.43
156,堡林,2018-11-10,11.7,6.1,18.4,,0.5,8.4,82.9,11.1,1016.6,1025.4,9.3,13.91
156,堡林,2018-11-11,10.9,7.8,14.2,5.5,0.7,10.2,96.4,12.5,1013.1,1021.9,2.4,6.89
156,堡林,2018-11-12,10.3,6.8,14.5,0.8,1.8,4.8,71.1,8.7,1010.4,1019.2,8.5,14.22
156,堡林,2018-11-13,9.4,4.5,15.9,,0.8,3.7,70.9,8,1010.9,1019.7,9.3,13.83
156,堡林,2018-11-14,10,4.2,16.5,,0.6,5.1,74.5,8.8,1014.3,1023.1,9.3,13.47
156,堡林,2018-11-15,11.1,5.1,18.3,,0.6,6.5,76,9.7,1015.6,1024.4,7.7,11.79
156,堡林,2018-11-16,10.2,9.1,11.7,2.6,0.8,8.5,89.9,11.1,1013.5,1022.3,0,4.59
156,堡林,2018-11-17,9,4.7,15,,1.5,-1.9,52.9,5.7,1013.9,1022.8,9.5,14.64
156,堡林,2018-11-18,7.4,4.5,10.5,,0.9,-1.9,53.9,5.4,1012.9,1021.8,0,4.44
156,堡林,2018-11-19,8.7,4.2,14.4,,0.8,2,64.3,7.1,1014.1,1023,7.4,11.44
156,堡林,2018-11-20,8.6,3.8,14.9,,1.1,-3.4,48,4.9,1016.7,1025.6,9.2,13.74
156,堡林,2018-11-21,7.9,3.9,12.7,,1.2,-0.1,58.8,6.1,1014.1,1022.9,0.4,6.37
156,堡林,2018-11-22,6.2,3,9.9,,2.6,-4.8,47.8,4.4,1017.2,1026.2,9.1,13.62
156,堡林,2018-11-23,5.5,0.4,10.8,,1.3,-4.6,51.3,4.4,1019.4,1028.4,8,12.42
156,堡林,2018-11-24,7.7,3.4,11.2,7.2,0.8,4.6,82.6,8.9,1015.3,1024.2,2,5.14
156,堡林,2018-11-25,8.3,5.8,13.2,,0.7,5.7,85.3,9.2,1015.9,1024.8,4.3,9.42
156,堡林,2018-11-26,8.7,2.7,16.2,,0.3,3.8,75.4,8.1,1015.7,1024.6,9,12.56
156,堡林,2018-11-27,10.1,4.1,16.8,,0.6,6.5,80.8,9.7,1014.5,1023.3,8.8,12.23
156,堡林,2018-11-28,8.4,4.8,12.7,,1.9,-3.9,45.1,4.9,1014.5,1023.4,6.6,10.51
156,堡林,2018-11-29,8,1.5,14.8,,0.8,-4.1,44.5,4.6,1017,1025.9,7,10.59
156,堡林,2018-11-30,7.9,3.9,14.4,,0.8,0.5,61.3,6.4,1017.8,1026.7,7.5,11.36
156,堡林,2018-12-01,7.9,4.5,12.8,,1.3,-0.5,56.8,5.9,1017.7,1026.6,1.2,6.39
156,堡林,2018-12-02,12.4,5,19.8,0,1,6.5,68.4,10,1013.7,1022.5,7.5,11.05
156,堡林,2018-12-03,14.8,12.3,17.4,10,0.6,14.5,98.9,16.6,1008.7,1017.3,0,2.71
156,堡林,2018-12-04,10.5,6.9,14.5,13.7,1.7,6.9,80.9,10.7,1010.4,1019.2,1.1,4.44
156,堡林,2018-12-05,4.8,0.7,10.3,,2.2,-6.2,46.5,3.9,1016.2,1025.2,6.7,11.51
156,堡林,2018-12-06,4.1,1.9,6.3,4.6,2,0.9,80.3,6.6,1014.3,1023.3,0.4,5.54
156,堡林,2018-12-07,-1.2,-4.4,4.7,0,3.7,-9.2,54.8,3.1,1022.3,1031.6,5.3,8.6
156,堡林,2018-12-08,-2.8,-5.3,1.5,0,3.1,-11.8,50.8,2.5,1023.9,1033.3,7,11.77
156,堡林,2018-12-09,-2.3,-5.3,2.8,0,3,-16,38.9,1.9,1026.2,1035.6,8.1,11.92
156,堡林,2018-12-10,0.6,-4.9,7.4,,2.1,-17.3,27,1.7,1023.5,1032.8,8.9,12.36
156,堡林,2018-12-11,1.5,-0.8,3.1,0.9,1.2,-2.7,78.4,5.3,1018.3,1027.4,0.2,2.71
156,堡林,2018-12-12,1.3,-1.3,4.3,,2.5,-5.3,62.8,4.2,1020.5,1029.7,7.7,10.92
156,堡林,2018-12-13,2.1,-1.3,7.1,0.1,1.6,-4.1,64.1,4.6,1021.2,1030.4,3.8,8.14
156,堡林,2018-12-14,0.5,-2.3,4.4,,2.3,-7.3,56.4,3.5,1025.5,1034.8,8.9,12.34
156,堡林,2018-12-15,1,-4.9,8.5,,0.9,-11.1,46.1,2.7,1022.8,1032,8.8,11.9
156,堡林,2018-12-16,2.4,0.2,5.3,0.1,0.5,-2.6,71.1,5.2,1012.7,1021.8,1,4.98
156,堡林,2018-12-17,4.4,-0.1,9.2,0,0.8,-0.9,71.5,5.8,1011,1020,4.6,8.09
156,堡林,2018-12-18,4.7,0.4,10,,1.1,-2.7,59.6,5,1013.5,1022.5,8.2,11.39
156,堡林,2018-12-19,6.5,0.6,12.3,,0.5,2.6,76.5,7.5,1013.2,1022.1,3.8,8.22
156,堡林,2018-12-20,8.2,5.6,12.8,,0.7,4.7,79.5,8.5,1013.4,1022.3,1.3,4.59
156,堡林,2018-12-21,8.4,3.3,13.8,,0.4,5.6,84.3,9.2,1013.6,1022.4,3.1,6.64
156,堡林,2018-12-22,8.8,3.5,15.1,0,1.2,5,80,8.7,1013.7,1022.6,7.1,9.64
156,堡林,2018-12-23,6.2,2.5,10.5,3,2.2,-2.7,59.1,5.5,1015.8,1024.8,8.5,11.72
156,堡林,2018-12-24,1.8,-1.1,6.6,,1.9,-5.6,58.9,4.1,1018.5,1027.7,9,11.93
156,堡林,2018-12-25,3,-1.9,6.9,,1.2,-7.2,49.4,3.6,1015.5,1024.6,3.1,7.2
156,堡林,2018-12-26,3.8,0.6,7.7,0,2.1,-8.9,46.8,3.8,1015.1,1024.2,5,9.18
156,堡林,2018-12-27,-3.2,-5.4,0.6,0,3.1,-13.8,45.3,2.1,1019.8,1029.2,8.7,12.27
156,堡林,2018-12-28,-4.9,-7,-1.3,0,2.1,-11.6,59.3,2.5,1022.9,1032.3,5.7,9.06
156,堡林,2018-12-29,-3.3,-7,0.8,0,2.3,-10.7,57.6,2.7,1026,1035.5,9,12.37
156,堡林,2018-12-30,-2.4,-5.7,2.1,0,2.3,-11.7,51,2.6,1027.6,1037,9,12.53
156,堡林,2018-12-31,-1.8,-7,4,,1.3,-12.6,45.8,2.4,1027.5,1036.9,9.2,12.67
156,堡林,2019-01-01,0,-2.3,2.4,0,1.2,-5.8,65.3,4.1,1024.9,1034.2,1.4,5.28
156,堡林,2019-01-02,-0.1,-2.8,4.2,,1.7,-6.5,62.4,3.8,1025.4,1034.6,6.8,10.1
156,堡林,2019-01-03,0.5,-3.5,6.5,,1.5,-8.7,53,3.2,1025.7,1035,9.2,12.4
156,堡林,2019-01-04,0.7,-4.1,3.9,,0.7,-7.4,56.4,3.6,1021.7,1030.9,1.5,4.75
156,堡林,2019-01-05,2,-2.1,6.9,0,1,-7.2,54.4,3.8,1017.3,1026.4,7.9,11.39
156,堡林,2019-01-06,0.6,-2.8,6.3,,1.6,-10.6,44.3,2.8,1019.6,1028.8,9,12.35
156,堡林,2019-01-07,1.2,-3.2,6.3,,1.5,-5.1,64.1,4.2,1019.4,1028.5,8.3,11.39
156,堡林,2019-01-08,0.8,-1.3,5.1,,2.1,-6.3,60.6,3.9,1019.7,1028.9,5.6,8.92
156,堡林,2019-01-09,-0.9,-5.1,3.8,,1.6,-15.7,33.1,1.9,1023.2,1032.5,4.3,8.89
156,堡林,2019-01-10,2,-0.6,6.8,0,0.9,-6.2,57,4.1,1017.6,1026.7,4.7,9.82
156,堡林,2019-01-11,4.2,-1.1,9.3,0.4,1.6,-3.2,61,4.9,1015.6,1024.7,7.1,10.9
156,堡林,2019-01-12,4.6,1.8,9.7,3.5,1.5,0.6,77.6,6.4,1013.7,1022.7,7.1,11.22
156,堡林,2019-01-13,3.3,-0.1,8.8,,0.9,-3.1,66.1,5,1016.4,1025.5,8.8,12.05
156,堡林,2019-01-14,2.3,-2.2,9.3,,0.9,-2.6,71.8,5,1016.6,1025.7,7.2,11.56
156,堡林,2019-01-15,2,-1.9,7.2,0,1.5,-3,70.8,5,1015.6,1024.8,5.2,8.81
156,堡林,2019-01-16,-2.1,-5.9,2.4,0,2.2,-11.3,50.9,2.6,1018.1,1027.4,9.2,13.59
156,堡林,2019-01-17,1.1,-2.9,6.6,,1,-5.2,64.4,4.2,1016.6,1025.8,7.4,12.47
156,堡林,2019-01-18,2.4,-3,9.2,,0.8,-2.8,70.5,5,1018.7,1027.9,8.9,12.63
156,堡林,2019-01-19,3.6,-0.8,8.5,1.9,0.9,-2.1,71.3,5.4,1013.5,1022.6,3.8,7.45
156,堡林,2019-01-20,2.2,-0.7,4.9,0.3,2.1,-4.3,64.1,4.7,1014.2,1023.3,8.3,12.31
156,堡林,2019-01-21,2.1,-2.1,8,,1.3,-5.1,59.5,4.2,1014.8,1023.9,6.9,12.47
156,堡林,2019-01-22,3.4,-2.2,10,,1.1,-3.5,64.4,4.8,1012.3,1021.3,9,12.87
156,堡林,2019-01-23,4.4,0.6,10,,1.1,-2.7,62.1,5.1,1012.5,1021.6,8.3,12.17
156,堡林,2019-01-24,2.8,-1.7,9.9,,1.2,-12.7,36.5,2.5,1015.6,1024.7,9.4,14.47
156,堡林,2019-01-25,0.9,-1.9,5.8,,1.6,-7.2,55.1,3.6,1015.9,1025,5.4,9.34
156,堡林,2019-01-26,-0.5,-3.1,3.8,,1.9,-11.1,46.4,2.7,1019.5,1028.7,8.9,14.61
156,堡林,2019-01-27,0.9,-5.3,7.7,,1,-6.4,61,3.8,1019.3,1028.5,9.4,14.86
156,堡林,2019-01-28,3.4,-0.1,8.5,0,1.6,-5.2,56.6,4.3,1014.9,1023.9,7.5,11.74
156,堡林,2019-01-29,2.1,-3.3,9.7,,1.4,-10.5,42.3,2.8,1018.4,1027.6,9.4,15.1
156,堡林,2019-01-30,4.1,-0.5,10.5,0,1,-7.3,46,3.6,1016.1,1025.1,4.2,10.52
156,堡林,2019-01-31,0.4,-1.7,4.6,10.3,1.8,-2.5,81.9,5.2,1012.5,1021.6,2.6,4.35
156,堡林,2019-02-01,-0.2,-3.9,4.8,0,1.3,-5.6,67.9,4,1016.4,1025.6,5.8,10.9
156,堡林,2019-02-02,3.8,-2.9,9.6,0,1,-1.2,71.8,5.7,1013.8,1022.8,5,12.2
156,堡林,2019-02-03,7.3,5.4,11.1,17.3,1.8,6.9,97.5,10,1005.6,1014.4,0,1.21
156,堡林,2019-02-04,4,0,8.3,,2.6,-10,37.5,3,1016.5,1025.5,8.4,15.34
156,堡林,2019-02-05,5.4,-1.4,12.6,,0.8,-6.1,45.5,3.9,1012.8,1021.7,8.7,14.95
156,堡林,2019-02-06,7.3,1.6,13.6,,1.3,0.2,61.9,6.3,1008.1,1016.9,4,10.26
156,堡林,2019-02-07,2.5,-3.6,6.6,0,1.9,-5.3,59.1,4.6,1012.4,1021.4,4.9,10.54
156,堡林,2019-02-08,-0.9,-4.4,4.7,,2.2,-14.9,35,2,1015.4,1024.6,6.7,14.21
156,堡林,2019-02-09,-1.1,-2.7,2,,2.1,-11,47.4,2.7,1018.8,1028.1,8.7,15.29
156,堡林,2019-02-10,-1.2,-4.9,3.8,,2,-15,35.5,1.9,1020.6,1029.9,1.3,9.46
156,堡林,2019-02-11,-0.1,-2.1,3.9,,2.2,-9,51.4,3.1,1022.8,1032.1,9,15.28
156,堡林,2019-02-12,1.5,-4.3,8.1,,1.5,-6.8,55.5,3.7,1024.3,1033.6,7.7,15.08
156,堡林,2019-02-13,1.9,-1.9,6.8,,2.6,-9,45.6,3.1,1022.8,1032,9.3,15.88
156,堡林,2019-02-14,2.3,-1.5,9.2,,1.6,-12.1,36.1,2.5,1021.3,1030.5,7.4,15.49
156,堡林,2019-02-15,2.5,-0.2,6.3,,0.9,-5.4,56.8,4.2,1015.4,1024.5,0.7,9.37
156,堡林,2019-02-16,0.3,-1.6,2.9,0,2,-6.7,59.8,3.7,1015.6,1024.8,5.6,13.07
156,堡林,2019-02-17,1.1,-2.8,6.7,,1.7,-9.4,48.4,3.1,1017.5,1026.7,10,18.42
156,堡林,2019-02-18,2.6,-1.6,6.3,0.6,1.1,-7.5,50.6,3.6,1015.9,1025,0,6.07
156,堡林,2019-02-19,3.9,0.9,7,18.5,1.2,3.2,95.6,7.8,1009.5,1018.5,0,3.88
156,堡林,2019-02-20,3.4,0.5,8.2,,1.5,-1.3,73,5.6,1016.9,1026,6.6,14.7
156,堡林,2019-02-21,4.2,-1.2,10.9,,1.6,-2.9,62.8,5,1017.4,1026.4,8.7,17.45
156,堡林,2019-02-22,5.4,0.9,11.4,,0.9,-2.1,60.6,5.3,1012.3,1021.2,2.5,10.1
