수온(℃),pH,DO(㎎/L),Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2)
8.5,8.1,14.0,82.1,0.0,1.0,-1.6,5.6,0.0,2.0,-8.3,50.9,3.3,1019.1,1028.1,9.1,12.83
6.7,8.6,15.6,81.8,0.0,6.1,0.7,12.8,0.0,1.1,1.6,74.8,6.9,1011.3,1020.0,7.1,9.46
4.7,8.3,14.0,36.3,0.0,-2.1,-7.7,4.4,0.0,1.6,-7.8,65.9,3.6,1022.8,1031.9,6.5,11.35
5.8,7.6,15.1,81.8,0.0,0.4,-4.5,6.8,0.0,0.8,-4.8,70.0,4.3,1017.9,1026.8,8.9,13.18
6.5,7.1,15.9,87.0,0.0,2.8,-2.2,9.7,0.0,0.7,-2.5,71.3,5.1,1011.6,1020.4,7.6,11.41
5.9,7.3,13.5,45.0,0.0,0.4,-3.0,4.6,0.0,1.8,-5.9,63.0,4.0,1018.9,1027.9,4.5,9.38
7.6,7.2,13.7,77.9,0.0,6.0,0.6,10.9,0.0,0.8,-0.3,65.6,6.0,1012.0,1020.6,1.8,7.65
6.9,7.2,14.5,81.4,0.0,0.5,-2.9,5.9,0.0,1.6,-10.2,45.9,2.9,1018.1,1027.0,9.7,15.92
6.4,7.6,15.5,95.0,0.0,-0.1,-2.9,2.3,0.0,1.7,-10.2,48.0,2.9,1019.4,1028.3,0.2,6.52
8.4,7.4,14.9,85.8,0.0,5.6,1.2,13.8,0.0,1.1,-2.6,59.4,5.1,1012.3,1021.0,8.5,14.13
6.5,7.5,13.2,54.0,0.0,1.0,-4.5,7.6,0.0,1.1,-6.7,60.1,3.7,1020.8,1029.7,7.5,15.28
8.4,7.6,15.7,72.7,0.0,7.6,-0.7,16.5,0.0,1.5,-5.6,46.4,4.3,1012.8,1021.4,6.5,15.95
10.5,7.4,13.7,93.1,0.0,4.8,-0.9,13.2,0.0,1.2,-8.1,43.6,3.4,1012.1,1020.8,8.4,17.42
15.1,6.7,5.6,23.7,0.0,11.9,6.4,15.9,1.0,1.6,11.4,97.5,13.8,1004.7,1013.1,0.0,4.5
11.3,6.7,5.2,3.6,0.0,7.4,1.4,13.3,0.0,1.2,-3.0,51.1,5.0,1014.1,1022.8,5.7,16.04
12.6,6.9,9.7,25.0,0.0,9.4,3.2,16.4,0.0,1.4,-3.4,41.5,4.9,1017.0,1025.6,9.6,20.53
14.6,7.9,15.7,161.3,0.0,11.1,4.3,20.0,0.0,1.0,-1.9,44.9,5.4,1019.3,1027.9,11.6,26.06
18.2,7.9,14.1,159.1,0.0,20.5,14.7,28.0,0.0,2.1,15.9,77.4,18.1,1005.3,1013.4,9.7,21.81
18.6,7.0,8.4,29.5,0.0,16.4,10.1,23.0,0.0,1.3,-2.6,30.9,5.3,1009.8,1018.1,8.9,21.97
21.6,7.7,14.5,113.3,0.0,19.7,14.6,26.6,24.4,1.3,15.4,80.4,17.6,1002.3,1010.4,4.1,15.82
18.6,7.2,10.8,134.2,0.0,13.9,8.9,22.2,0.0,1.2,2.8,52.8,7.9,1006.7,1015.1,12.0,27.77
21.8,7.3,11.4,59.1,0.0,17.3,14.7,22.1,0.0,0.9,12.0,72.5,14.0,1009.0,1017.3,1.6,13.1
20.3,7.6,13.5,90.4,0.0,17.4,10.0,25.0,0.0,1.5,3.0,41.0,7.6,1005.2,1013.4,12.8,29.77
24.4,8.4,16.4,150.5,327.0,22.6,16.8,30.3,0.0,1.0,13.2,61.0,15.5,1004.9,1013.0,10.9,25.15
4.0,8.9,16.8,88.0,0.0,0.4,-4.5,6.8,0.0,0.8,-4.8,70.0,4.3,1017.9,1026.8,8.9,13.18
4.0,8.6,16.4,96.6,0.0,2.8,-2.2,9.7,0.0,0.7,-2.5,71.3,5.1,1011.6,1020.4,7.6,11.41
4.1,8.9,17.8,103.9,0.0,0.4,-3.0,4.6,0.0,1.8,-5.9,63.0,4.0,1018.9,1027.9,4.5,9.38
4.7,8.8,16.3,85.1,0.0,6.0,0.6,10.9,0.0,0.8,-0.3,65.6,6.0,1012.0,1020.6,1.8,7.65
5.2,8.2,14.3,39.8,0.0,0.5,-2.9,5.9,0.0,1.6,-10.2,45.9,2.9,1018.1,1027.0,9.7,15.92
4.7,8.4,14.7,48.9,0.0,-0.1,-2.9,2.3,0.0,1.7,-10.2,48.0,2.9,1019.4,1028.3,0.2,6.52
6.2,8.2,13.7,31.9,0.0,5.6,1.2,13.8,0.0,1.1,-2.6,59.4,5.1,1012.3,1021.0,8.5,14.13
5.5,7.7,11.9,11.7,0.0,1.0,-4.5,7.6,0.0,1.1,-6.7,60.1,3.7,1020.8,1029.7,7.5,15.28
6.3,7.5,10.9,12.2,0.0,7.6,-0.7,16.5,0.0,1.5,-5.6,46.4,4.3,1012.8,1021.4,6.5,15.95
8.2,7.3,10.2,7.3,0.0,4.8,-0.9,13.2,0.0,1.2,-8.1,43.6,3.4,1012.1,1020.8,8.4,17.42
12.1,7.1,9.5,34.7,0.0,11.9,6.4,15.9,1.0,1.6,11.4,97.5,13.8,1004.7,1013.1,0.0,4.5
11.8,7.0,7.6,12.9,0.0,7.4,1.4,13.3,0.0,1.2,-3.0,51.1,5.0,1014.1,1022.8,5.7,16.04
13.7,7.4,9.9,36.9,0.0,9.4,3.2,16.4,0.0,1.4,-3.4,41.5,4.9,1017.0,1025.6,9.6,20.53
14.3,7.3,11.5,40.5,0.0,11.1,4.3,20.0,0.0,1.0,-1.9,44.9,5.4,1019.3,1027.9,11.6,26.06
17.3,8.0,10.9,30.6,0.0,20.5,14.7,28.0,0.0,2.1,15.9,77.4,18.1,1005.3,1013.4,9.7,21.81
18.9,8.5,12.0,108.5,0.0,16.4,10.1,23.0,0.0,1.3,-2.6,30.9,5.3,1009.8,1018.1,8.9,21.97
20.3,8.3,10.5,82.3,100.0,19.7,14.6,26.6,24.4,1.3,15.4,80.4,17.6,1002.3,1010.4,4.1,15.82
20.1,6.9,5.1,11.0,0.0,13.9,8.9,22.2,0.0,1.2,2.8,52.8,7.9,1006.7,1015.1,12.0,27.77
21.0,6.9,6.5,19.9,0.0,17.3,14.7,22.1,0.0,0.9,12.0,72.5,14.0,1009.0,1017.3,1.6,13.1
20.8,7.3,8.1,35.7,0.0,17.4,10.0,25.0,0.0,1.5,3.0,41.0,7.6,1005.2,1013.4,12.8,29.77
23.1,8.7,14.1,85.6,10325.0,22.6,16.8,30.3,0.0,1.0,13.2,61.0,15.5,1004.9,1013.0,10.9,25.15
